userId,movieId,rating,timestamp
3,45,5,841483936
3,50,5,841483620
3,105,3,841483842
3,141,3,841483766
3,144,4,841484203
3,150,4,841483462
3,165,3,841483481
3,185,3,841483561
3,222,5,841483950
3,223,5,841483859
3,232,4,841484075
3,246,5,841483900
3,261,3,841483782
3,272,5,841483888
3,277,4,841483859
3,281,3,841484049
3,292,3,841483527
3,296,5,841483462
3,300,4,841483584
3,339,3,841483545
3,342,5,841483916
3,345,5,841484049
3,348,3,841484174
3,349,3,841483481
3,350,3,841483677
3,356,3,841483545
3,357,4,841483677
3,367,4,841483604
3,368,3,841483822
3,373,3,841484220
3,377,3,841483604
3,380,3,841483463
3,410,3,841483584
3,417,4,841484158
3,454,3,841483561
3,457,4,841483501
3,471,3,841483950
3,477,4,841483987
3,480,4,841483561
3,485,3,841483859
3,497,4,841483875
3,500,4,841483620
3,508,3,841483782
3,509,5,841483708
3,515,5,841483859
3,527,4,841483658
3,529,5,841483968
3,532,3,841484049
3,537,3,841484247
3,538,4,841484316
3,539,3,841483658
3,586,4,841483634
3,587,3,841483634
3,588,3,841483481
3,589,3,841483584
3,590,4,841483461
3,592,3,841483460
3,593,5,841483501
3,595,4,841483501
3,597,3,841483634
3,608,5,841483900
3,613,4,848052408
3,648,4,841483842
3,736,3,841483822
3,800,5,841484158
3,1161,4,848052408
4,30,4,950322938
4,32,5,950323750
4,111,4,950323208
4,154,4,950322965
4,213,4,950323441
4,296,4,950323526
4,306,5,950323967
4,307,5,950323407
4,308,5,950323915
4,318,4,950323355
4,509,3,950323662
4,527,4,950322655
4,573,4,950323585
4,593,4,950323141
4,608,4,950323165
4,858,5,950322891
4,898,4,950323675
4,899,5,950323707
4,904,4,950323141
4,905,5,950323027
4,909,4,950323771
4,910,5,950323049
4,912,5,950323006
4,913,5,950323285
4,916,4,950323250
4,919,5,950323407
4,922,5,950324518
4,928,4,950323087
4,936,4,950323317
4,937,5,950323355
4,940,5,950323317
4,943,4,950323729
4,945,4,950322859
4,946,4,950323285
4,947,4,950323317
4,951,5,950323638
4,1085,5,950322829
4,1094,4,950323087
4,1176,4,950323355
4,1185,4,950323796
4,1186,3,950323662
4,1196,4,950323441
4,1203,5,950323355
4,1204,5,950323087
4,1207,5,950323481
4,1209,4,950323513
4,1219,3,950323141
4,1224,4,950323707
4,1225,5,950323165
4,1230,4,950322729
4,1233,5,950323006
4,1244,4,950323141
4,1247,4,950323707
4,1250,5,950323208
4,1252,4,950324518
4,1254,5,950323285
4,1256,5,950323250
4,1267,3,950323049
4,1276,5,950323585
4,1277,4,950323407
4,1281,5,950323231
4,1283,4,950323285
4,1284,4,950323441
4,1296,4,950323208
4,1333,3,950323707
4,1358,4,950323638
4,1392,4,950323796
4,1412,4,950322891
4,1446,4,950323407
4,1511,3,950323662
4,1617,4,950323208
4,1633,5,950323796
4,1719,5,950323208
4,1732,2,950322729
4,1734,4,950322859
4,1931,4,950322965
4,1936,5,950322914
4,1944,3,950323231
4,1945,4,950323141
4,1948,4,950323708
4,1949,5,950322829
4,1997,5,950323481
5,1,4,1303501039
5,63,3,1303501454
5,110,0.5,1303501027
5,170,2,1303499098
5,175,4,1303499848
5,231,0.5,1303501088
5,319,1,1303499130
5,344,1,1303501063
5,364,3,1303501067
5,480,3,1303500063
5,500,0.5,1303501086
5,588,3.5,1303501048
5,592,0.5,1303501032
5,595,4,1303501072
5,778,4,1303499835
5,1012,0.5,1303499244
5,1206,4.5,1303499819
5,1517,3.5,1303501407
5,1580,3.5,1303501093
5,1907,4.5,1303500565
6,480,3.5,1348693770
6,851,3,1348693323
6,1073,5,1348693765
6,1097,4,1348693761
6,1199,4,1348693919
6,1223,5,1348693906
6,1682,4,1348881316
6,1732,4.5,1348693747
6,1884,3.5,1348881393
6,1965,5,1348692303
7,10,4,1322062970
7,32,5,1322058768
7,47,5,1322062854
7,70,4.5,1322063954
7,145,4,1322063997
7,165,5,1322062886
7,196,2,1322063845
7,231,4,1322062919
7,260,5,1322062772
7,288,4.5,1322063376
7,293,4,1322063380
7,296,3.5,1322062749
7,316,4,1322062901
7,344,1,1322062846
7,356,5,1322062754
7,367,1,1322062926
7,377,3.5,1322062833
7,485,3.5,1322063868
7,527,2.5,1322058520
7,541,4,1322063057
7,546,2.5,1322056604
7,589,4.5,1322065131
7,593,5,1322062756
7,648,3.5,1322062866
7,673,2.5,1322064247
7,733,4.5,1322062938
7,741,3.5,1322064829
7,780,4,1322062791
7,858,3.5,1322058410
7,1036,5,1322063044
7,1080,5,1322063494
7,1089,3,1322063354
7,1127,3,1322063602
7,1136,5,1322062989
7,1196,5,1322062818
7,1198,5,1322062825
7,1200,5,1322063112
7,1206,3,1322063399
7,1208,5,1322063434
7,1210,5,1322062796
7,1214,5,1322063041
7,1221,3.5,1322058496
7,1222,5,1322063479
7,1240,5,1322062949
7,1258,4,1322063438
7,1291,4,1322063022
7,1320,4.5,1322063861
7,1370,4,1322063701
7,1391,5,1322063573
7,1407,5,1322063575
7,1517,4.5,1322063408
7,1527,4,1322063097
7,1580,4,1322062909
7,1610,4.5,1322063464
7,1676,5,1322063720
7,1687,4.5,1322056646
7,1690,5,1322064119
7,1722,4,1322063974
7,1732,3.5,1322063537
7,1747,4,1322064140
7,1862,2,1322057079
7,1954,0.5,1322063818
7,1991,3.5,1322057039
8,1,5,858610933
8,3,4,858611010
8,5,3,858611848
8,25,5,858611295
8,32,3,858610933
8,36,5,858612240
8,52,5,858611682
8,58,3,858612300
8,62,4,858611351
8,86,4,858611885
8,95,3,858612404
8,104,3,858611351
8,107,3,858612128
8,140,4,858612027
8,141,3,858610933
8,260,4,858611469
8,376,3,858611495
8,648,5,858610933
8,673,3,858611190
8,724,3,858611606
8,726,5,858611682
8,731,1,858612008
8,733,3,858611470
8,736,3,858610933
8,766,5,858611946
8,778,4,858612353
8,780,4,858610933
8,783,5,858611101
8,785,2,858611351
8,786,3,858611010
8,788,5,858611351
8,802,4,858611817
8,804,4,858611659
8,805,4,858611606
8,808,4,858611470
8,818,3,858611425
8,832,3,858611351
8,880,1,858612043
8,991,5,858611971
8,1042,5,858611101
8,1047,4,858611797
8,1057,3,858611425
8,1059,4,858611295
8,1061,4,858611915
8,1073,5,858611351
8,1120,5,858611295
8,1183,1,858611295
8,1210,5,858611101
8,1353,2,858611946
8,1357,3,858611295
8,1358,5,858611425
8,1393,5,858611295
8,1407,5,858611351
8,1409,3,858611797
8,1410,5,858611559
8,1414,3,858611425
8,1416,4,858611295
8,1471,5,858611143
8,1476,5,858611101
9,3,3,842687044
9,6,4,842686600
9,10,3,842686329
9,14,3,842687061
9,16,4,842686699
9,19,2,842686370
9,21,3,842686387
9,23,3,842686803
9,25,4,842686567
9,32,3,842686434
9,47,3,842686351
9,50,2,842686415
9,52,2,842687080
9,58,3,842686840
9,95,3,842686534
9,110,3,842686309
9,122,2,842686821
9,150,4,842686220
9,153,3,842686249
9,161,4,842686293
9,163,3,842686649
9,165,3,842686248
9,172,3,842686583
9,173,2,842686475
9,185,2,842686329
9,194,4,842687061
9,195,1,842687080
9,198,3,842686901
9,204,2,842686515
9,223,4,842686617
9,227,2,842686664
9,230,3,842686770
9,231,4,842686269
9,235,4,842686515
9,246,3,842686720
9,248,2,842686918
9,253,3,842686329
9,260,4,842687080
9,267,1,842687010
9,281,3,842686788
9,288,4,842686329
9,293,4,842686515
9,296,5,842686221
9,300,3,842686352
9,305,2,842686859
9,315,2,842686474
9,316,3,842686269
9,318,3,842686294
9,319,3,842686788
9,329,1,842686293
9,333,3,842686550
9,337,2,842686474
9,344,2,842686248
9,345,2,842686901
9,348,3,842686664
9,349,3,842686248
9,350,2,842686455
9,353,3,842686550
9,355,2,842686633
9,356,3,842686293
9,357,3,842686455
9,361,3,842687028
9,367,3,842686370
9,368,3,842686567
9,370,2,842686617
9,371,2,842686901
9,372,2,842686803
9,376,3,842686720
9,377,3,842686370
9,380,3,842686221
9,410,2,842686352
9,412,2,842686949
9,415,2,842687044
9,417,3,842686965
9,419,2,842686918
9,427,2,842686859
9,431,3,842686750
9,432,2,842686455
9,434,3,842686293
9,440,2,842686455
9,442,3,842686491
9,454,2,842686329
9,455,1,842686859
9,457,3,842686269
9,466,2,842686678
9,471,3,842686720
9,474,3,842686474
9,475,3,842686878
9,477,2,842686878
9,480,3,842686309
9,481,3,842686965
9,485,3,842686617
9,489,2,842686949
9,494,3,842686822
9,497,4,842686633
9,500,3,842686370
9,508,3,842686534
9,509,1,842686491
9,514,2,842687044
9,515,3,842686601
9,519,1,842687044
9,527,3,842686415
9,532,3,842686788
9,535,3,842686933
9,537,2,842686980
9,539,2,842686415
9,540,2,842686878
9,543,2,842686840
9,555,4,842686633
9,585,3,842686550
9,586,2,842686387
9,587,2,842686387
9,589,4,842686351
9,590,3,842686220
9,592,3,842686219
9,593,3,842686269
9,597,1,842686387
9,610,1,842686736
9,648,3,842686567
9,733,3,842686770
9,784,3,842686965
10,39,5,1318896763
10,180,2.5,1318896428
10,253,4,1318896938
10,327,2.5,1318896461
10,356,4,1318897003
10,480,2,1318897016
10,934,1,1318896552
10,1093,4,1318896442
10,1298,0.5,1318896487
10,1727,3.5,1318896704
11,1,4,850815810
11,10,3,850816421
11,17,3,850815856
11,19,3,850816476
11,34,3,850817622
11,48,2,850816573
11,107,2,850816521
11,111,4,850816421
11,150,4,850815571
11,153,3,850816035
11,154,3,850817332
11,165,3,850817914
11,260,5,850816371
11,265,4,850816476
11,292,4,850815663
11,306,3,850817371
11,316,4,850815615
11,317,2,850816286
11,329,5,850815615
11,344,3,850815571
11,349,4,850815614
11,350,3,850815810
11,357,2,850815769
11,362,3,850816662
11,364,3,850815719
11,367,3,850815719
11,368,3,850816371
11,370,3,850816662
11,377,3,850815719
11,410,3,850817072
11,420,2,850815810
11,434,3,850815615
11,454,3,850815663
11,480,4,850815615
11,500,3,850815719
11,539,3,850815769
11,541,4,850817145
11,552,3,850816335
11,568,3,850817560
11,586,3,850815810
11,587,5,850815719
11,588,4,850816286
11,589,3,850816207
11,590,3,850815570
11,592,3,850816035
11,593,5,850815615
11,594,4,850816335
11,596,3,850816662
11,597,4,850815719
11,616,3,850816620
11,661,3,850816695
11,720,5,850816371
11,745,5,850816476
11,750,3,850817184
11,788,2,850816573
11,805,3,850816286
11,903,3,850818019
11,904,4,850817403
11,908,4,850817461
11,910,3,850817788
11,912,3,850817114
11,919,5,850817427
11,924,5,850817184
11,969,3,850817495
11,1019,3,850817715
11,1023,4,850817560
11,1028,4,850817788
11,1035,3,850816620
11,1036,3,850816237
11,1073,3,850816286
11,1079,4,850816573
11,1080,3,850817072
11,1082,3,850817495
11,1084,4,850816476
11,1086,3,850817972
11,1097,3,850816476
11,1127,4,850817788
11,1136,4,850817072
11,1148,5,850816620
11,1193,5,850817686
11,1196,5,850817222
11,1198,4,850817183
11,1199,3,850817294
11,1200,4,850817750
11,1206,3,850817822
11,1210,4,850817332
11,1214,4,850817822
11,1219,3,850818019
11,1220,3,850817750
11,1240,4,850817686
11,1269,4,850817788
11,1278,4,850817623
11,1282,5,850817560
11,1291,4,850817623
11,1356,5,850816807
11,1374,4,850817584
12,3,3,1144396293
12,16,1.5,1144396284
12,235,3,1144396288
12,266,4,1144396182
12,350,1,1144396206
12,553,3,1144396310
12,594,4.5,1144396233
12,708,4,1144396245
12,750,2.5,1144396215
12,1080,4,1144396300
12,1101,4,1144396239
12,1208,1,1144396200
12,1225,1,1144396198
12,1258,2.5,1144396306
12,1917,2,1144396196
13,20,3.5,1215872228
13,50,4,1215873838
13,111,4.5,1215873819
13,277,3,1215873470
13,1148,3,1215873857
13,1213,4,1215873724
13,1223,3.5,1215873850
13,1359,4.5,1215873565
13,1722,2.5,1215873449
13,1920,3,1215872286
14,1,4,851766286
14,3,3,851766337
14,5,3,851766337
14,7,3,851766337
14,17,5,851766287
14,62,3,851766287
14,104,3,851766380
14,141,5,851766287
14,608,5,851766337
14,648,3,851766288
14,719,3,851766490
14,724,3,851766456
14,736,3,851766287
14,761,2,851766490
14,780,4,851766286
14,784,2,851766380
14,786,3,851766380
14,852,3,851766515
14,1073,5,851766380
14,1356,4,851766456
14,1367,4,851766620
15,50,5,1447478172
15,101,5,1447478451
15,235,5,1447478243
15,293,5,1447478343
15,296,5,1447478367
15,533,5,1447478594
15,541,5,1447478713
15,565,5,1447478473
15,841,5,1447479128
15,952,5,1447478689
15,1136,4,1447478232
15,1199,5,1447478200
15,1206,5,1447478193
15,1258,5,1447479120
15,1884,4,1447478219
15,1929,5,1447478748
16,2,3,849188326
16,9,4,842889939
16,19,3,842888317
16,29,5,849188291
16,32,5,842888389
16,47,5,842888317
16,50,4,842888389
16,95,5,842889032
16,141,4,842889000
16,160,5,842888482
16,161,5,842888169
16,165,4,842888111
16,172,4,842889189
16,173,5,842888481
16,196,5,842888652
16,204,4,842889068
16,208,5,842888217
16,217,4,842889694
16,231,2,842888142
16,235,3,842889068
16,253,5,842888247
16,256,3,842889189
16,266,4,842888424
16,273,5,842889694
16,292,4,842889758
16,296,3,842888066
16,303,4,842889458
16,315,4,842888623
16,316,5,842888142
16,317,3,842888424
16,328,4,842890000
16,329,4,842888170
16,332,4,842889495
16,338,3,842890084
16,344,1,842888111
16,349,5,842888111
16,350,4,842888481
16,353,4,842889068
16,356,3,842888169
16,357,3,842888481
16,364,2,842888284
16,367,4,842888317
16,370,5,842889251
16,377,4,842888284
16,380,4,842888065
16,383,3,842889939
16,405,5,842889726
16,410,3,842888284
16,420,4,842888389
16,426,5,842889458
16,432,4,842888481
16,434,5,842888169
16,435,4,842888424
16,440,3,842888424
16,442,5,842888652
16,454,3,842888284
16,457,4,842888142
16,474,4,842888623
16,480,4,842888217
16,494,5,842889939
16,500,4,842888317
16,520,3,842889972
16,527,5,842888390
16,533,3,842889758
16,539,3,842888390
16,540,5,842889641
16,586,4,842888345
16,587,4,842888345
16,589,4,842888247
16,592,3,842888065
16,593,5,842888142
16,597,5,842888345
16,610,5,842889864
16,648,5,842889123
16,653,4,842889495
16,780,5,849188177
16,786,4,849188309
16,835,5,842890000
16,839,5,842889495
16,1037,4,842889694
16,1367,2,849188209
17,1,5,1350206819
17,19,5,1359557303
17,110,1.5,1359557048
17,135,4,1235223148
17,150,4,1234032960
17,223,5,1350207076
17,260,5,1359557118
17,296,4,1350206808
17,318,4,1350206813
17,344,4,1234030892
17,356,5,1234033872
17,466,1.5,1234028783
17,480,4,1234032951
17,541,4,1350206792
17,589,4.5,1350206849
17,780,4.5,1235221524
17,858,1,1359557489
17,1090,4.5,1235221709
17,1136,5,1235222053
17,1196,5,1359557114
17,1210,5,1359557112
17,1221,1,1359557485
17,1225,3,1235222277
17,1232,4.5,1234030707
17,1233,3.5,1235223128
17,1258,3.5,1350206800
17,1265,4.5,1237222561
17,1270,5,1237222593
17,1527,5,1234031261
17,1580,4.5,1234031441
17,1721,4,1350206914
17,1732,5,1311107459
17,1772,1.5,1239034464
17,1831,4,1234028877
17,1907,4.5,1350206928
17,1917,3,1359557061
17,2000,3.5,1273079610
18,19,3,1107364180
18,34,1.5,1107372061
18,47,4.5,1107372052
18,50,4.5,1107372034
18,163,3,1107364302
18,172,2,1107364304
18,231,4,1107372076
18,296,4.5,1107371979
18,316,2,1107372040
18,318,4.5,1107364715
18,356,4,1107371988
18,364,3,1107372058
18,370,3.5,1107364307
18,380,2,1107374342
18,480,2.5,1107371984
18,527,1.5,1107364727
18,589,4,1107371962
18,592,4,1107371974
18,733,4,1107372070
18,780,3,1107371965
18,786,1,1108296893
18,832,3.5,1107364266
18,1089,4,1107364204
18,1101,1,1107364239
18,1148,4.5,1108296906
18,1200,4,1108296862
18,1206,2,1108296856
18,1208,1,1107364225
18,1214,3.5,1108296871
18,1222,3,1108296865
18,1320,3,1108296879
18,1407,3,1108296827
18,1485,2,1107374325
18,1517,4,1107364245
18,1573,4,1108296740
18,1584,4,1107364193
18,1608,1.5,1108296747
18,1617,4,1108296816
18,1625,4.5,1107374317
18,1653,4.5,1107364279
18,1676,3.5,1108296839
18,1754,4,1107374295
18,1909,3.5,1107374330
18,1917,3.5,1107364248
18,1954,2,1108296837
19,527,5,1442715703
19,1584,5,1442715563
20,934,3,1289757253
20,1012,0.5,1289756796
20,1013,3,1289758634
20,1537,4,1289756768
20,1873,2,1289756844
21,19,3.5,1428095348
21,260,4.5,1428010725
21,296,4,1428094744
21,527,4.5,1428011171
21,1136,4.5,1428014135
21,1196,4.5,1428010733
21,1198,3.5,1428011020
21,1201,4,1428094865
21,1210,4.5,1428010751
21,1281,4,1428094873
21,1282,4.5,1428094893
21,1291,3.5,1428011021
21,1653,4,1436140018
22,3,2.5,1111573615
22,5,2.5,1111573645
22,25,3.5,1111573597
22,32,2.5,1111575931
22,36,4.5,1111573574
22,47,4.5,1111575920
22,48,2.5,1111573259
22,50,3.5,1111575927
22,153,2.5,1111575946
22,161,2.5,1111574868
22,163,1.5,1111573173
22,186,3,1111573216
22,231,3.5,1111575923
22,296,4,1111574860
22,325,3,1111574528
22,337,2.5,1111573571
22,342,2.5,1111573211
22,355,1,1111574059
22,356,5,1111574877
22,357,3.5,1111573593
22,362,2.5,1111574068
22,364,4.5,1111575917
22,370,1.5,1111573130
22,377,4.5,1111573577
22,453,2,1111574517
22,480,3,1111575942
22,500,3.5,1111575909
22,508,3.5,1111574836
22,520,2.5,1111573265
22,527,3,1111573463
22,541,2.5,1111574839
22,548,2.5,1111574012
22,552,0.5,1111573271
22,569,2,1111574492
22,587,4.5,1111573590
22,588,4,1111575892
22,592,2.5,1111575884
22,597,2.5,1111574844
22,667,2.5,1111575560
22,736,2.5,1111575900
22,761,2,1111575224
22,833,3,1111574483
22,919,2,1111573528
22,1049,3.5,1111573982
22,1084,3.5,1111573507
22,1090,1.5,1111573219
22,1120,4,1111573959
22,1196,2.5,1111573559
22,1214,1.5,1111573536
22,1215,5,1111573550
22,1261,2.5,1111573950
22,1262,2,1111573906
22,1263,4.5,1111573919
22,1274,4.5,1111573922
22,1380,1,1111573178
22,1485,2.5,1111573208
22,1500,2.5,1111573115
22,1544,3,1111573564
22,1580,3,1111574802
22,1591,1.5,1111573932
22,1597,3.5,1111573505
22,1617,3.5,1111573513
22,1676,3,1111573540
22,1681,1,1111574455
22,1682,3.5,1111573553
22,1704,5,1111573556
22,1707,2.5,1111575545
22,1729,4.5,1111575195
22,1732,2.5,1111573533
22,1884,5,1111573913
22,1909,2.5,1111573440
22,1923,3.5,1111576435
22,1954,1.5,1111573472
23,50,4,1420799308
23,260,3,1420797466
23,593,3.5,1420799352
23,714,3.5,1420797841
23,858,4,1420797710
23,1079,3.5,1420797923
23,1175,4,1420797777
23,1196,3,1420797454
23,1200,4,1420797637
23,1213,3,1420799339
23,1240,4,1420797679
23,1682,3.5,1420797980
23,1732,3.5,1420797812
24,16,4,963468757
24,21,4,963470481
24,22,5,963468987
24,42,3,963470748
24,47,5,963468931
24,81,2,963471303
24,110,5,963469788
24,111,5,963466232
24,260,4,963470071
24,288,3,963470726
24,292,5,963469016
24,296,4,963471080
24,350,4,963467879
24,368,3,963467422
24,380,4,963470559
24,454,4,963468931
24,457,4,963468717
24,474,5,963468757
24,480,4,963470454
24,517,4,963467907
24,527,4,963469767
24,543,2,963469089
24,590,4,963467422
24,592,3,963470230
24,593,4,963468640
24,599,4,963467105
24,674,3,963472750
24,707,3,963466914
24,750,3,963469546
24,755,4,963472338
24,762,3,963471255
24,858,5,963470071
24,869,2,963471201
24,897,4,963472695
24,903,5,963467591
24,904,5,963467591
24,908,5,963468264
24,909,4,963471521
24,910,5,963470933
24,911,5,963467622
24,912,5,963466257
24,913,5,963466677
24,920,5,963469374
24,922,5,963466789
24,923,5,963472172
24,926,5,963472249
24,930,4,963466677
24,931,4,963467549
24,933,5,963468264
24,940,4,963469912
24,941,4,963472695
24,942,5,963467549
24,946,5,963469418
24,948,4,963472338
24,949,4,963472279
24,950,5,963467499
24,964,4,963466985
24,965,5,963468186
24,967,2,963466985
24,969,5,963469470
24,971,4,963472311
24,982,4,963472311
24,996,3,963470649
24,1008,3,963467033
24,1036,4,963468491
24,1068,4,963470904
24,1080,2,963471641
24,1081,4,963471863
24,1084,4,963470960
24,1086,5,963467591
24,1090,4,963469717
24,1092,5,963467849
24,1103,4,963472279
24,1127,4,963468571
24,1136,4,963471616
24,1178,5,963469470
24,1179,4,963466914
24,1198,4,963470182
24,1200,3,963468491
24,1201,4,963467105
24,1203,4,963472249
24,1207,5,963472392
24,1208,2,963469656
24,1209,4,963467105
24,1212,5,963467549
24,1213,4,963471080
24,1214,3,963468410
24,1219,5,963468310
24,1221,4,963470071
24,1227,5,963468523
24,1233,4,963469767
24,1234,4,963470991
24,1247,4,963472392
24,1248,5,963466789
24,1249,5,963468641
24,1250,4,963472249
24,1252,5,963466853
24,1260,5,963468186
24,1262,4,963469546
24,1263,4,963469656
24,1266,4,963467422
24,1267,5,963466823
24,1269,5,963467549
24,1270,5,963471763
24,1272,5,963469656
24,1276,4,963471521
24,1278,4,963471616
24,1283,4,963467033
24,1284,5,963466677
24,1287,4,963469977
24,1291,4,963470209
24,1303,4,963472784
24,1304,4,963467105
24,1343,3,963468688
24,1344,4,963466823
24,1387,5,963470071
24,1388,2,963470147
24,1389,1,963470358
24,1422,3,963467879
24,1438,3,963469185
24,1459,3,963467815
24,1499,2,963469283
24,1544,2,963469118
24,1552,2,963468960
24,1587,4,963472893
24,1610,4,963468804
24,1617,5,963466914
24,1620,3,963468898
24,1674,4,963468491
24,1687,3,963469224
24,1729,4,963471137
24,1792,2,963469143
24,1801,3,963470559
24,1892,3,963467849
24,1927,4,963469374
24,1940,3,963466174
24,1942,5,963472172
24,1944,5,963469470
24,1945,4,963470933
24,1948,4,963471521
24,1949,4,963472458
24,1950,4,963467622
24,1952,3,963472417
24,1953,5,963468410
24,1954,4,963470071
24,1964,4,963467659
24,1968,3,963466137
24,2000,4,963470182
25,3,2,916665981
25,19,2,916666588
25,21,2,916664284
25,34,4,916663767
25,63,1,916666117
25,65,1,916666503
25,88,3,916666437
25,104,4,916665911
25,141,3,916665947
25,144,3,916664284
25,216,3,916666355
25,231,5,916666561
25,333,4,916665697
25,339,4,916665697
25,344,4,916666736
25,356,5,916664125
25,357,3,916665627
25,367,2,916665627
25,370,1,916666778
25,380,3,916664238
25,410,2,916666778
25,417,1,916665911
25,429,3,916666844
25,435,1,916666707
25,438,3,916666809
25,440,3,916665543
25,441,2,916665797
25,466,3,916666680
25,499,2,916666613
25,500,2,916665829
25,520,3,916666503
25,539,4,916665421
25,542,1,916666081
25,543,3,916666385
25,550,2,916666503
25,586,3,916666385
25,587,3,916665727
25,784,2,916666652
25,785,3,916665627
25,804,1,916666503
25,852,2,916665829
25,908,4,916663908
25,934,3,916665947
25,1020,2,916665449
25,1021,1,916666147
25,1028,4,916664239
25,1073,4,916665480
25,1079,3,916664376
25,1080,3,916663721
25,1081,2,916664345
25,1091,3,916666652
25,1125,1,916664284
25,1126,1,916666961
25,1135,3,916666355
25,1136,5,916664012
25,1194,1,916666321
25,1197,2,916663908
25,1220,3,916665319
25,1257,2,916664201
25,1259,3,916664376
25,1265,4,916663767
25,1270,4,916663976
25,1276,3,916663721
25,1288,2,916663818
25,1307,5,916664163
25,1377,3,916666471
25,1378,4,916665421
25,1380,4,916666117
25,1381,1,916666961
25,1391,2,916666778
25,1394,3,916664422
25,1405,3,916666736
25,1453,2,916666930
25,1461,3,916666561
25,1468,1,916666117
25,1476,3,916664163
25,1485,3,916665947
25,1517,3,916666188
25,1541,1,916663908
25,1569,3,916664284
25,1581,2,916665319
25,1614,3,916665421
25,1641,4,916664201
25,1646,2,916665511
25,1663,4,916663721
25,1665,1,916666471
25,1711,3,916666045
25,1713,2,916666081
25,1747,3,916665660
25,1760,3,916666984
25,1777,2,916666013
25,1784,5,916663859
25,1884,2,916664088
25,1895,2,916665319
25,1918,3,916664238
25,1923,3,916663859
25,1968,3,916663721
25,2000,4,916663941
26,19,2.5,1125690768
26,350,2,1125690778
26,368,3,1125690795
26,410,3.5,1125690721
26,442,1.5,1125690783
26,474,3,1125690743
26,708,2.5,1125690802
26,786,1.5,1125690786
26,912,4,1125690731
26,1213,5,1125690741
26,1221,4.5,1125690739
26,1527,2,1125690735
26,1610,3.5,1125690793
26,1784,3.5,1125690774
26,1923,1.5,1125690751
26,1961,3,1125690748
27,24,2,946233592
27,590,4,946233562
27,788,4,946234455
27,933,5,946234182
27,934,3,946234215
27,1021,4,946233701
27,1077,4,946234011
27,1078,4,946234078
27,1079,5,946234141
27,1136,4,946234011
27,1175,5,946234362
27,1210,3,946233729
27,1234,4,946234182
27,1256,4,946233970
27,1265,5,946234078
27,1278,5,946234078
27,1288,5,946234011
27,1394,5,946234033
27,1719,5,946233729
27,1734,4,946234215
28,1,3,884098350
28,10,3,884100808
28,17,4,884098121
28,28,5,884099253
28,34,4,884099817
28,39,4,884100694
28,79,1,884099211
28,95,2,884098561
28,141,3,884098493
28,150,5,884099459
28,153,2,884101089
28,161,3,884099757
28,222,5,884101020
28,246,4,884100288
28,260,5,884098038
28,266,1,884100632
28,314,4,884099586
28,318,4,884099892
28,339,4,884100331
28,349,3,884100779
28,350,2,884100331
28,356,3,884099369
28,364,4,884099669
28,368,4,884099964
28,377,4,884099964
28,380,3,884099856
28,440,3,884101020
28,457,5,884100523
28,474,3,884100745
28,494,3,884098198
28,497,4,884099459
28,527,4,884099757
28,538,5,884100356
28,541,4,884099892
28,553,4,884100260
28,588,5,884099856
28,589,4,884099369
28,592,3,884101089
